company,company_key,is_unicorn,label_source,index_date,outcome_date,matched_positive_company,match_method,match_gap_days,index_year,index_era,pre_round_count,has_pre_round,pre_rounds_with_amount,pre_funding_total_usd,ln_pre_funding,pre_funding_max_usd,ln_pre_funding_max,pre_last_post_money_usd,pre_max_post_money_usd,pre_unique_investor_count,pre_investor_count_max,years_of_history_pre,days_since_last_pre_round,max_feature_round_date,industry_group,continent,country,founded_year,has_founded_year,master_match_status,master_tier,probability,founding_year_cohort,funding_stage_proxy,total_funding_bucket,company_age_proxy,data_completeness,economic_period
"Adaptyx Biosciences, Inc.",adaptyxbiosciences,0,capitaliq_below_1b_matched_control,2025-10-22,,"Shop My Shelf, Inc.",control_date_only,2,2025,Post-2021,1,1,1,14000000.0,16.454567959008102,14000000.0,16.454567959008102,23150000.0,23150000.0,9,9,0.0054757015742642,2,2025-10-20,Unknown,Unknown,,-1,0,unmatched,unmatched,0.000910417237648359,,1,Q4,0-1,round_history_only,2025-2026
Nandi Proteins Limited,nandiproteins,0,capitaliq_below_1b_matched_control,2025-10-23,,SheMed Limited,control_industry_continent,3517,2025,Post-2021,1,1,1,356000.0,12.782688818818986,356000.0,12.782688818818986,10770000.0,10770000.0,0,0,9.6290212183436,3517,2016-03-07,Health & Bio,Europe,United Kingdom,-1,0,exact_unique,control_funded,0.17305985308281077,,1,Q2,7+,round_history_only,2025-2026
"Adoreal, Inc.",adoreal,0,capitaliq_below_1b_matched_control,2025-10-27,,Mercor.io Corporation,control_date_only,10,2025,Post-2021,1,1,1,6000000.0,15.607270193858982,6000000.0,15.607270193858982,36410000.0,36410000.0,0,0,0.027378507871321,10,2025-10-17,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0010043859649122805,,1,Q3,0-1,round_history_only,2025-2026
AiPrise Inc.,aiprise,0,capitaliq_below_1b_matched_control,2025-10-28,,"Fireworks.ai, Inc.",control_date_only,20,2025,Post-2021,1,1,1,12500000.0,16.341239282272525,12500000.0,16.341239282272525,31310000.0,31310000.0,4,4,0.054757015742642,20,2025-10-08,Fintech,Unknown,,-1,0,exact_unique,control_accelerator,0.006757912237774937,,1,Q3,0-1,round_history_only,2025-2026
"Breathe Technologies, Inc.",breathe,0,capitaliq_below_1b_matched_control,2025-11-03,,"Hippocratic AI, Inc.",control_industry_continent,3728,2025,Post-2021,2,1,2,6350000.0,15.663965528349175,6250000.0,15.648092181712572,85820000.0,85820000.0,1,1,10.206707734428472,2923,2017-11-02,Health & Bio,North America,United States,2005,1,exact_unique,control_funded,0.262864294510018,≤2009,2,Q3,7+,round+founding+master,2025-2026
"Breethe, Inc.",breethe,0,capitaliq_below_1b_matched_control,2025-11-04,,"Tala Health, LLC",control_industry_continent,3710,2025,Post-2021,5,1,5,19710000.0,16.79663672986457,8000000.0,15.894952224644102,27460000.0,27460000.0,0,0,10.157426420260096,2307,2019-07-12,Health & Bio,North America,United States,2014,1,exact_unique,control_funded,0.22284082744673034,2010-14,3+,Q4,7+,round+founding+master,2025-2026
"Igneous Systems, Inc.",igneoussystems,0,capitaliq_below_1b_matched_control,2025-11-06,,"Metropolis Technologies, Inc.",control_industry_continent,4420,2025,Post-2021,1,1,1,3000000.0,14.914123179965662,3000000.0,14.914123179965662,3000000.0,3000000.0,2,2,12.101300479123887,4420,2013-09-30,AI & Data,North America,United States,-1,0,exact_unique,control_funded,0.21880999767506024,,1,Q2,7+,round_history_only,2025-2026
1507655 B.C. Ltd.,1507655bc,0,capitaliq_below_1b_matched_control,2025-11-10,,"Colony Labs, Inc.",control_date_only,9,2025,Post-2021,1,1,1,27000.0,10.203629181337648,27000.0,10.203629181337648,116000.0,116000.0,0,0,0.0246406570841889,9,2025-11-01,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"AcceleraME, Inc",accelerame,0,capitaliq_below_1b_matched_control,2025-11-10,,"Gamma Tech, Inc.",control_date_only,12,2025,Post-2021,1,1,1,1580000.0,14.272936037914342,1580000.0,14.272936037914342,14760000.0,14760000.0,0,0,0.0328542094455852,12,2025-10-29,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"AccessGrid, Inc.",accessgrid,0,capitaliq_below_1b_matched_control,2025-11-11,,"Elliot Technologies, Inc.",control_date_only,8,2025,Post-2021,1,1,1,5880000.0,15.587067489942822,5880000.0,15.587067489942822,6590000.0,6590000.0,7,7,0.0219028062970568,8,2025-11-03,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"HireVue, Inc.",hirevue,0,capitaliq_below_1b_matched_control,2025-11-12,,"d-Matrix, Inc.",control_industry_continent,4823,2025,Post-2021,3,1,3,87730000.0,18.289774485503177,45000000.0,17.622173069956816,218360000.0,218360000.0,8,6,13.204654346338124,3816,2015-06-02,Enterprise Software,North America,United States,2004,1,exact_unique,control_funded,0.5254265465376738,≤2009,3+,Q4,7+,round+founding+master,2025-2026
"Kony, Inc.",kony,0,capitaliq_below_1b_matched_control,2025-11-12,,"Octane Lending, Inc.",control_industry_continent,4929,2025,Post-2021,1,1,1,15000000.0,16.52356082573315,15000000.0,16.52356082573315,203500000.0,203500000.0,1,1,13.494866529774129,4929,2012-05-15,Fintech,North America,United States,2007,1,exact_unique,soonicorn_proxy,0.5092864793110902,≤2009,1,Q4,7+,round+founding+master,2025-2026
AirTap AI Inc.,airtapai,0,capitaliq_below_1b_matched_control,2025-11-16,,Flatpay ApS,control_date_only,26,2025,Post-2021,1,1,1,12000000.0,16.300417291085605,12000000.0,16.300417291085605,12000000.0,12000000.0,0,0,0.0711841204654346,26,2025-10-21,Unknown,Unknown,,-1,0,unmatched,unmatched,2.288329519450801e-06,,1,Q3,0-1,round_history_only,2025-2026
Hivemapper Inc.,hivemapper,0,capitaliq_below_1b_matched_control,2025-11-19,,"Suno, Inc.",control_industry_continent,3667,2025,Post-2021,1,1,1,3000000.0,14.914123179965662,3000000.0,14.914123179965662,5370000.0,5370000.0,7,7,10.039698836413416,3667,2015-11-05,Enterprise Software,North America,United States,2014,1,exact_unique,control_funded,0.19869176545736625,2010-14,1,Q2,7+,round+founding+master,2025-2026
"Agentio, Inc.",agentio,0,capitaliq_below_1b_matched_control,2025-11-20,,Castelion Corporation,control_date_only,2,2025,Post-2021,1,1,1,40000000.0,17.50439003707821,40000000.0,17.50439003707821,340000000.0,340000000.0,6,6,0.0054757015742642,2,2025-11-18,Unknown,Unknown,,-1,0,unmatched,unmatched,0.005559523809523809,,1,Q4,0-1,round_history_only,2025-2026
"AIScientists, Inc.",aiscientists,0,capitaliq_below_1b_matched_control,2025-11-20,,Eros Innovation Technologies Ltd,control_date_only,34,2025,Post-2021,1,1,1,5000000.0,15.424948670398354,5000000.0,15.424948670398354,5000000.0,5000000.0,0,0,0.0930869267624914,34,2025-10-17,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q3,0-1,round_history_only,2025-2026
Alebund Pharmaceuticals (Jiangsu) Limited (SEHK:9637),alebundpharmaceuticalsjiangsusehk9637,0,capitaliq_below_1b_matched_control,2025-11-21,,"Shenzhen Zhuoyu Technology Co., Ltd.",control_date_only,29,2025,Post-2021,1,1,1,47040000.0,17.666508882813147,47040000.0,17.666508882813147,530600000.0,530600000.0,4,4,0.0793976728268309,29,2025-10-23,Unknown,Unknown,,-1,0,unmatched,unmatched,0.12041953188309754,,1,Q4,0-1,round_history_only,2025-2026
Able Digital Wellness Pty Ltd.,abledigitalwellnesspty,0,capitaliq_below_1b_matched_control,2025-11-25,,Concordance Inc.,control_date_only,4,2025,Post-2021,1,1,1,258000.0,12.460718739865236,258000.0,12.460718739865236,1870000.0,1870000.0,1,1,0.0109514031485284,4,2025-11-21,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q2,0-1,round_history_only,2025-2026
Aditya Birla Capital Digital Limited,adityabirlacapitaldigital,0,capitaliq_below_1b_matched_control,2025-11-27,,Quantum-Systems GmbH,control_date_only,3,2025,Post-2021,1,1,1,4490000.0,15.317363482435562,4490000.0,15.317363482435562,4490000.0,4490000.0,1,1,0.0082135523613963,3,2025-11-24,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"Alec's Ice Cream, Inc.",alecsicecream,0,capitaliq_below_1b_matched_control,2025-11-30,,"Shanghai Sudu Technology Co., Ltd.",control_date_only,53,2025,Post-2021,1,1,1,11000000.0,16.213405921671733,11000000.0,16.213405921671733,34920000.0,34920000.0,4,4,0.1451060917180013,53,2025-10-08,Unknown,Unknown,,-1,0,unmatched,unmatched,3.743855807270747e-05,,1,Q3,0-1,round_history_only,2025-2026
4Divinity Pte. Ltd.,4divinitypte,0,capitaliq_below_1b_matched_control,2025-12-03,,Brevo SAS,control_date_only,1,2025,Post-2021,1,1,1,3000000.0,14.914123179965662,3000000.0,14.914123179965662,250000000.0,250000000.0,1,1,0.0027378507871321,1,2025-12-02,Unknown,Unknown,,-1,0,unmatched,unmatched,0.03649025974025973,,1,Q2,0-1,round_history_only,2025-2026
"7AI, Inc.",7ai,0,capitaliq_below_1b_matched_control,2025-12-03,,"MGT Impact Solutions, LLC",control_date_only,1,2025,Post-2021,1,1,1,130000000.0,18.683045016112164,130000000.0,18.683045016112164,700000000.0,700000000.0,5,5,0.0027378507871321,1,2025-12-02,Unknown,Unknown,,-1,0,unmatched,unmatched,0.19948869202692754,,1,Q4,0-1,round_history_only,2025-2026
"Adcities, Inc.",adcities,0,capitaliq_below_1b_matched_control,2025-12-03,,Vulcan Energie Ressourcen GmbH,control_date_only,2,2025,Post-2021,1,1,1,3490000.0,15.06541258071152,3490000.0,15.06541258071152,6300000.0,6300000.0,3,3,0.0054757015742642,2,2025-12-01,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"Addis Energy, Inc.",addisenergy,0,capitaliq_below_1b_matched_control,2025-12-05,,ICEYE Oy,control_date_only,1,2025,Post-2021,1,1,1,8410000.0,15.944932150855188,8410000.0,15.944932150855188,8410000.0,8410000.0,3,3,0.0027378507871321,1,2025-12-04,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
Alleviate Health Inc.,alleviatehealth,0,capitaliq_below_1b_matched_control,2025-12-08,,"Unconventional, Inc.",control_date_only,56,2025,Post-2021,1,1,1,4310000.0,15.276448694098464,4310000.0,15.276448694098464,4310000.0,4310000.0,3,3,0.1533196440793976,56,2025-10-13,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"Parade, Inc.",parade,0,capitaliq_below_1b_matched_control,2025-12-09,,"Boom Technology, Inc.",control_industry_continent,1531,2025,Post-2021,1,1,1,20000000.0,16.811242881518265,20000000.0,16.811242881518265,140000000.0,140000000.0,1,1,4.191649555099247,1531,2021-09-30,Hardware & Industrials,North America,United States,2005,1,exact_unique,control_funded,0.32613915361714196,≤2009,1,Q4,3-7,round+founding+master,2025-2026
"Larky, Inc.",larky,0,capitaliq_below_1b_matched_control,2025-12-11,,"Esusu, Inc.",control_industry_continent,4903,2025,Post-2021,2,1,2,2120000.0,14.566927118346197,1420000.0,14.166168133802548,17050000.0,17050000.0,4,3,13.423682409308691,1003,2023-03-14,Fintech,North America,United States,2012,1,exact_unique,control_funded,0.1336494975859154,2010-14,2,Q2,7+,round+founding+master,2025-2026
"AIR Platforms, Inc.",airplatforms,0,capitaliq_below_1b_matched_control,2025-12-12,,Loop AI Labs Inc.,control_date_only,1,2025,Post-2021,1,1,1,6100000.0,15.623799493077952,6100000.0,15.623799493077952,7390000.0,7390000.0,2,2,0.0027378507871321,1,2025-12-11,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
Humanity Inc.,humanity,0,capitaliq_below_1b_matched_control,2025-12-15,,"Chai Discovery, Inc.",control_industry_continent,1943,2025,Post-2021,1,1,1,2500000.0,14.731801689838347,2500000.0,14.731801689838347,2500000.0,2500000.0,1,1,5.319644079397673,1943,2020-08-20,Enterprise Software,North America,United States,2014,1,exact_unique,control_funded,0.07764590190044086,2010-14,1,Q2,3-7,round+founding+master,2025-2026
"Agitated Solutions, Inc.",agitatedsolutions,0,capitaliq_below_1b_matched_control,2025-12-17,,"Imprint Payments, Inc.",control_date_only,1,2025,Post-2021,1,1,1,13790000.0,16.439454322285798,13790000.0,16.439454322285798,24230000.0,24230000.0,2,2,0.0027378507871321,1,2025-12-16,Unknown,Unknown,,-1,0,unmatched,unmatched,5.655332886454168e-06,,1,Q3,0-1,round_history_only,2025-2026
Alliance Group Limited,alliance,0,capitaliq_below_1b_matched_control,2025-12-17,,"Radiant Industries, Inc.",control_date_only,16,2025,Post-2021,1,1,1,154880000.0,18.858161187949158,154880000.0,18.858161187949158,238270000.0,238270000.0,1,1,0.0438056125941136,16,2025-12-01,Unknown,Unknown,,-1,0,unmatched,unmatched,0.2683401350283707,,1,Q4,0-1,round_history_only,2025-2026
AllWin Corporation,allwin,0,capitaliq_below_1b_matched_control,2025-12-18,,"Nirvana Tech, Inc.",control_date_only,52,2025,Post-2021,1,1,1,5000000.0,15.424948670398354,5000000.0,15.424948670398354,8310000.000000001,8310000.000000001,3,3,0.1423682409308692,52,2025-10-27,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
Alpha Fintech Private Limited,alphafintechprivate,0,capitaliq_below_1b_matched_control,2025-12-19,,"Skims Body, Inc.",control_date_only,94,2025,Post-2021,1,1,1,28400000.0,17.1618997383427,28400000.0,17.1618997383427,187450000.0,187450000.0,0,0,0.2573579739904175,94,2025-09-16,Unknown,Unknown,,-1,0,unmatched,unmatched,0.3993697119614947,,1,Q4,0-1,round_history_only,2025-2026
"Alume Biosciences, Inc.",alumebiosciences,0,capitaliq_below_1b_matched_control,2025-12-22,,"Erebor Bank, National Association",control_date_only,1077,2025,Post-2021,1,1,1,13000000.0,16.380459992348886,13000000.0,16.380459992348886,88340000.0,88340000.0,0,0,2.948665297741273,1077,2023-01-10,Unknown,Unknown,,-1,0,unmatched,unmatched,0.44736738365791057,,1,Q3,1-3,round_history_only,2025-2026
Alusid Ltd,alusid,0,capitaliq_below_1b_matched_control,2025-12-22,,"Tulip Interfaces, Inc.",control_date_only,700,2025,Post-2021,2,1,2,2109000.0,14.561724933619168,1440000.0,14.180154365996389,13380000.0,13380000.0,5,5,1.9164955509924708,7,2025-12-15,Unknown,Unknown,,-1,0,unmatched,unmatched,0.06112940953596157,,2,Q2,1-3,round_history_only,2025-2026
Alyf Proptech Private Limited,alyfproptechprivate,0,capitaliq_below_1b_matched_control,2025-12-23,,I-care SRL,control_date_only,1190,2025,Post-2021,1,1,1,1410000.0,14.159100971573958,1410000.0,14.159100971573958,10330000.0,10330000.0,1,1,3.2580424366872007,1190,2022-09-20,Unknown,Unknown,,-1,0,unmatched,unmatched,0.09127394944518888,,1,Q2,3-7,round_history_only,2025-2026
Amber Electric Pty Ltd,amberelectricpty,0,capitaliq_below_1b_matched_control,2025-12-25,,"Deepal Automobile Technology Co., Ltd.",control_date_only,1158,2025,Post-2021,1,1,1,21060000.0,16.862886112153483,21060000.0,16.862886112153483,84230000.0,84230000.0,3,3,3.170431211498973,1158,2022-10-24,Unknown,Unknown,,-1,0,unmatched,unmatched,0.5201737530602951,,1,Q4,3-7,round_history_only,2025-2026
"Lawnmower, Inc.",lawnmower,0,capitaliq_below_1b_matched_control,2025-12-29,,Kraken Technologies Limited,control_industry_continent,3449,2025,Post-2021,1,1,1,20000.0,9.90353755128617,20000.0,9.90353755128617,333000.0,333000.0,1,1,9.442847364818617,3449,2016-07-20,Fintech,North America,United States,2015,1,exact_unique,control_funded,0.15025963007583856,2015-18,1,Q2,7+,round+founding+master,2025-2026
Accelsius Holdings LLC,accelsius,0,capitaliq_below_1b_matched_control,2025-12-31,,"Guangdong Microcapacitor Electronics Technology Co., Ltd.",control_date_only,2,2025,Post-2021,1,1,1,65000000.0,17.989897843244528,65000000.0,17.989897843244528,665000000.0,665000000.0,2,2,0.0054757015742642,2,2025-12-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.005365440115440116,,1,Q4,0-1,round_history_only,2025-2026
"Ambient Biosciences, Inc.",ambientbiosciences,0,capitaliq_below_1b_matched_control,2025-12-31,,Semi-tech,control_date_only,993,2025,Post-2021,1,1,1,9150000.0,16.029264546541317,9150000.0,16.029264546541317,22440000.0,22440000.0,0,0,2.7186858316221767,993,2023-04-13,Unknown,Unknown,,-1,0,unmatched,unmatched,0.26879686610386433,,1,Q3,1-3,round_history_only,2025-2026
"Amboss Technologies, Inc.",amboss,0,capitaliq_below_1b_matched_control,2025-12-31,,Vivix.ai,control_date_only,981,2025,Post-2021,1,1,1,4000000.0,15.201805169084134,4000000.0,15.201805169084134,5420000.0,5420000.0,5,5,2.6858316221765914,981,2023-04-25,Unknown,Unknown,,-1,0,unmatched,unmatched,0.2216784480712818,,1,Q3,1-3,round_history_only,2025-2026
Amedex Assurance Company,amedexassurance,0,capitaliq_below_1b_matched_control,2026-01-06,,"Arena Intelligence, Inc.",control_date_only,959,2026,Post-2021,1,1,1,14690000.0,16.502677616223576,14690000.0,16.502677616223576,22720000.0,22720000.0,0,0,2.625598904859685,959,2023-05-23,Unknown,Unknown,,-1,0,unmatched,unmatched,0.33237720943646565,,1,Q4,1-3,round_history_only,2025-2026
Amenities Health Inc.,amenitieshealth,0,capitaliq_below_1b_matched_control,2026-01-07,,INOX Clean Energy Limited,control_date_only,841,2026,Post-2021,1,1,1,10000000.0,16.118095750958314,10000000.0,16.118095750958314,13790000.0,13790000.0,2,2,2.302532511978097,841,2023-09-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.2921186845580632,,1,Q3,1-3,round_history_only,2025-2026
American Labs,american,0,capitaliq_below_1b_matched_control,2026-01-07,,"Zhejiang Qiangnao Technology Co., Ltd.",control_date_only,324,2026,Post-2021,1,1,1,124000.0,11.728044909070784,124000.0,11.728044909070784,3120000.0,3120000.0,0,0,0.8870636550308009,324,2025-02-17,Unknown,Unknown,,-1,0,unmatched,unmatched,0.03002490447442239,,1,Q2,0-1,round_history_only,2025-2026
"Hypori, Inc.",hypori,0,capitaliq_below_1b_matched_control,2026-01-08,,"Pomelo Care, Inc.",control_industry_continent,3278,2026,Post-2021,1,1,1,6600000.0,15.702580358511794,6600000.0,15.702580358511794,280260000.0,280260000.0,0,0,8.974674880219029,3278,2017-01-17,Enterprise Software,North America,United States,2012,1,exact_unique,control_funded,0.5773858825251259,2010-14,1,Q3,7+,round+founding+master,2025-2026
American AI Logistics Inc.,americanailogistics,0,capitaliq_below_1b_matched_control,2026-01-09,,"Signify Holdings, Inc.",control_date_only,190,2026,Post-2021,1,1,1,5660000.0,15.548934626857797,5660000.0,15.548934626857797,6570000.0,6570000.0,0,0,0.5201916495550992,190,2025-07-03,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0001400076277650648,,1,Q3,0-1,round_history_only,2025-2026
Flip Technology Corporation,flip,0,capitaliq_below_1b_matched_control,2026-01-11,,Torq Technologies Ltd.,control_industry_continent,795,2026,Post-2021,1,1,1,6500000.0,15.687312888712007,6500000.0,15.687312888712007,8810000.0,8810000.0,3,3,2.1765913757700206,795,2023-11-08,Enterprise Software,Asia,India,2014,1,exact_unique,control_funded,0.22516835061095664,2010-14,1,Q3,1-3,round+founding+master,2025-2026
"American Battery Factory, Inc.",americanbatteryfactory,0,capitaliq_below_1b_matched_control,2026-01-12,,Harmattan AI SAS,control_date_only,875,2026,Post-2021,1,1,1,11740000.0,16.278512457543098,11740000.0,16.278512457543098,11740000.0,11740000.0,2,2,2.3956194387405887,875,2023-08-21,Unknown,Unknown,,-1,0,unmatched,unmatched,0.339022496813229,,1,Q3,1-3,round_history_only,2025-2026
Indico Data Solutions Inc.,indicodatasolutions,0,capitaliq_below_1b_matched_control,2026-01-13,,"Deepgram, Inc.",control_industry_continent,4086,2026,Post-2021,4,1,4,12730000.0,16.359472049088183,4100000.0,15.226497775576943,19090000.0,19090000.0,6,4,11.186858316221766,2426,2019-05-24,AI & Data,North America,United States,2013,1,exact_unique,control_funded,0.21943722179027741,2010-14,3+,Q3,7+,round+founding+master,2025-2026
American Stories Entertainment Inc.,americanstoriesentertainment,0,capitaliq_below_1b_matched_control,2026-01-13,,"Etched.ai, Inc.",control_date_only,929,2026,Post-2021,1,1,1,251000.0,12.433212202169727,251000.0,12.433212202169727,28660000.0,28660000.0,0,0,2.543463381245722,929,2023-06-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.08319731861602028,,1,Q2,1-3,round_history_only,2025-2026
"American Weekend Entertainment, Inc.",americanweekendentertainment,0,capitaliq_below_1b_matched_control,2026-01-13,,"Wasabi Holding, Inc.",control_date_only,655,2026,Post-2021,1,1,1,12000.0,9.39274525863144,12000.0,9.39274525863144,10020000.0,10020000.0,0,0,1.7932922655715264,655,2024-03-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0592577552453408,,1,Q2,1-3,round_history_only,2025-2026
Ameyam Enterprise Private Limited,ameyamenterpriseprivate,0,capitaliq_below_1b_matched_control,2026-01-14,,"AlpacaDB, Inc.",control_date_only,1125,2026,Post-2021,1,1,1,36980000.0,17.4258878109649,36980000.0,17.4258878109649,160900000.0,160900000.0,5,5,3.080082135523614,1125,2022-12-16,Unknown,Unknown,,-1,0,unmatched,unmatched,0.7341443912444883,,1,Q4,3-7,round_history_only,2025-2026
Ami Cole Inc.,amicole,0,capitaliq_below_1b_matched_control,2026-01-14,,osapiens Services GmbH,control_date_only,1217,2026,Post-2021,1,1,1,2150000.0,14.580978865220017,2150000.0,14.580978865220017,4990000.0,4990000.0,0,0,3.3319644079397674,1217,2022-09-15,Unknown,Unknown,,-1,0,unmatched,unmatched,0.09950404316218278,,1,Q2,3-7,round_history_only,2025-2026
Preemadonna Inc.,preemadonna,0,capitaliq_below_1b_matched_control,2026-01-14,,"Skild AI, Inc.",control_industry_continent,1814,2026,Post-2021,1,1,1,5600000.0,15.53827733427679,5600000.0,15.53827733427679,7820000.0,7820000.0,10,10,4.966461327857632,1814,2021-01-26,Hardware & Industrials,North America,United States,2013,1,exact_unique,control_funded,0.28695328338846204,2010-14,1,Q3,3-7,round+founding+master,2025-2026
"Amide Technologies, Inc.",amide,0,capitaliq_below_1b_matched_control,2026-01-14,,"webAI, Inc.",control_date_only,898,2026,Post-2021,1,1,1,7500000.0,15.830413711839864,7500000.0,15.830413711839864,90630000.0,90630000.0,2,2,2.458590006844627,898,2023-07-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.43226162037508936,,1,Q3,1-3,round_history_only,2025-2026
"Igor, Inc.",igor,0,capitaliq_below_1b_matched_control,2026-01-15,,Higgsfield Inc.,control_industry_continent,3282,2026,Post-2021,1,1,1,5380000.0,15.498199118011556,5380000.0,15.498199118011556,17000000.0,17000000.0,1,1,8.985626283367557,3282,2017-01-20,Enterprise Software,North America,United States,2013,1,exact_unique,control_funded,0.203340459444667,2010-14,1,Q3,7+,round+founding+master,2025-2026
AminoChain Inc.,aminochain,0,capitaliq_below_1b_matched_control,2026-01-15,,Parloa GmbH,control_date_only,503,2026,Post-2021,1,1,1,5000000.0,15.424948670398354,5000000.0,15.424948670398354,11310000.0,11310000.0,9,9,1.377138945927447,503,2024-08-30,Unknown,Unknown,,-1,0,unmatched,unmatched,0.20458920540935538,,1,Q3,1-3,round_history_only,2025-2026
Aeromotors,aeromotors,0,capitaliq_below_1b_matched_control,2026-01-20,,"BrightInsight, Inc.",control_date_only,3,2026,Post-2021,1,1,1,550000.0,13.21767537538882,550000.0,13.21767537538882,10000000.0,10000000.0,1,1,0.0082135523613963,3,2026-01-17,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q2,0-1,round_history_only,2025-2026
"Antenna, Inc.",antenna,0,capitaliq_below_1b_matched_control,2026-01-20,,"humans& ai, inc.",control_continent,1875,2026,Post-2021,2,1,2,14350000.0,16.47926056985631,10150000.0,16.132984361974234,22450000.0,22450000.0,6,5,5.13347022587269,1425,2022-02-25,Media & Entertainment,Other,,-1,0,exact_unique,control_funded,0.34974724758912074,,2,Q4,3-7,round_history_only,2025-2026
Illumitex Inc.,illumitex,0,capitaliq_below_1b_matched_control,2026-01-21,,"Preply, Inc.",control_industry_continent,2947,2026,Post-2021,1,1,1,7000000.0,15.76142084987672,7000000.0,15.76142084987672,7180000.0,7180000.0,2,2,8.068446269678303,2947,2017-12-27,Enterprise Software,North America,United States,2005,1,exact_unique,control_funded,0.2874455042370228,≤2009,1,Q3,7+,round+founding+master,2025-2026
Ads3,ads3,0,capitaliq_below_1b_matched_control,2026-01-23,,Balaji Wafers Pvt. Ltd.,control_date_only,1,2026,Post-2021,1,1,0,0.0,0.0,0.0,0.0,60000000.0,60000000.0,1,1,0.0027378507871321,1,2026-01-22,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0011387358742621903,,1,Q2,0-1,round_history_only,2025-2026
"AiStrike, Inc.",aistrike,0,capitaliq_below_1b_matched_control,2026-01-23,,Juspay Technologies Private Limited,control_date_only,2,2026,Post-2021,1,1,1,7000000.0,15.76142084987672,7000000.0,15.76142084987672,7150000.0,7150000.0,3,3,0.0054757015742642,2,2026-01-21,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"Proto Holdings, Inc.",proto,0,capitaliq_below_1b_matched_control,2026-01-26,,"Ricursive Intelligence, Inc.",control_industry_continent,2181,2026,Post-2021,2,1,2,10260000.0,16.14376349517278,7260000.0,15.797890524542016,3000000.0,8000000.0,1,1,5.971252566735113,1915,2020-10-29,Hardware & Industrials,North America,United States,1999,1,exact_unique,control_funded,0.2551963683736485,≤2009,2,Q3,3-7,round+founding+master,2025-2026
Aloe E-Cell Private Limited,aloeecellprivate,0,capitaliq_below_1b_matched_control,2026-01-26,,"Upwind Security, Inc.",control_date_only,9,2026,Post-2021,1,1,1,276000.0,12.52815976788113,276000.0,12.52815976788113,6620000.0,6620000.0,0,0,0.0246406570841889,9,2026-01-17,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
Amlogenyx Inc.,amlogenyx,0,capitaliq_below_1b_matched_control,2026-01-28,,"Decagon AI, Inc.",control_date_only,544,2026,Post-2021,1,1,1,14000000.0,16.454567959008102,14000000.0,16.454567959008102,14000000.0,14000000.0,2,2,1.4893908281998631,544,2024-08-02,Unknown,Unknown,,-1,0,unmatched,unmatched,0.2749912736032575,,1,Q4,1-3,round_history_only,2025-2026
Amo,amo,0,capitaliq_below_1b_matched_control,2026-01-28,,Waabi Innovation Inc.,control_date_only,1065,2026,Post-2021,1,1,1,19110000.0,16.765722368545077,19110000.0,16.765722368545077,106160000.0,106160000.0,3,3,2.915811088295688,1065,2023-02-28,Unknown,Unknown,,-1,0,unmatched,unmatched,0.5281423368000666,,1,Q4,1-3,round_history_only,2025-2026
"Agrani Labs, Inc.",agrani,0,capitaliq_below_1b_matched_control,2026-01-29,,"Talos Global, Inc.",control_date_only,1,2026,Post-2021,1,1,1,8100000.0,15.90737474309945,8100000.0,15.90737474309945,29160000.0,29160000.0,1,1,0.0027378507871321,1,2026-01-28,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
